RECORDING_SESSION_LABEL,TRIAL_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,Image_Column,CURRENT_IA_Jaw,CURRENT_IA_RightEyebrow,CURRENT_IA_LeftEyebrow,CURRENT_IA_Nose,CURRENT_IA_RightEye,CURRENT_IA_LeftEye,CURRENT_IA_Mouth,CURRENT_IA_Face,CURRENT_IA_Periocular,CURRENT_IA_LeftScreen,CURRENT_IA_RightScreen,CURRENT_IA_WholeScreen,CURRENT_IA_NonFace,CURRENT_Area_Jaw,CURRENT_Area_RightEyebrow,CURRENT_Area_LeftEyebrow,CURRENT_Area_Nose,CURRENT_Area_RightEye,CURRENT_Area_LeftEye,CURRENT_Area_Mouth,CURRENT_Area_Face,CURRENT_Area_Periocular,CURRENT_Area_LeftScreen,CURRENT_Area_RightScreen,CURRENT_Area_WholeScreen
sub01,1,158.0,224.4,98,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,650.8,958.8,44,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,818.9,930.9,126,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,939.3,946.1,237,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,325.4,1260.3,339,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,49.7,1402.3,518,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,939.9,923.5,70,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,1885.0,761.8,26,frame56.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,1021.9,832.5,112,frame56.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,868.3,887.0,669,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,82.0,795.4,21,frame56.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,806.6,2008.2,40,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,774.8,1142.8,78,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,860.5,1240.5,140,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,1,884.5,1252.5,91,frame56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.5,6262.561600342393,6812.636751708575,18404.39599609375,8635.50033569336,8786.250534057617,18549.17974731326,341700.0,62636.93840107322,1036800.0,1036800.0,2073600.0
sub01,2,930.5,996.2,665,frame545.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1052.5,1020.6,640,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1111.9,1065.7,80,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1246.4,1177.0,96,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1238.8,1183.1,29,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,2143.6,1092.8,109,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1801.7,1042.0,78,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,710.8,956.4,134,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,665.3,981.9,87,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,719.5,976.8,253,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,869.2,928.5,206,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,895.3,1054.5,74,frame545.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,963.4,1061.2,856,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,945.6,790.8,484,frame545.jpg,1,0,0,0,0,0,1,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,875.2,798.8,231,frame545.jpg,1,0,0,0,0,0,1,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,901.1,804.4,38,frame545.jpg,1,0,0,0,0,0,1,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,886.0,914.1,893,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,958.0,922.9,857,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1088.3,839.2,1152,frame545.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,921.7,897.6,1035,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,935.8,963.9,27,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,926.1,979.3,99,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,898.6,981.2,62,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,896.9,979.9,27,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,911.6,980.5,58,frame545.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,943.7,966.4,118,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,935.0,952.5,164,frame545.jpg,1,0,0,0,0,0,0,1,0,1,0,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1145.0,878.9,234,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1156.5,872.1,28,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1138.2,871.9,431,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,887.1,1087.2,377,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,984.6,916.4,119,frame545.jpg,1,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,994.9,915.9,122,frame545.jpg,1,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,998.9,932.7,332,frame545.jpg,1,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,994.8,933.6,103,frame545.jpg,1,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1188.2,1296.4,79,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1068.5,1009.6,254,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1023.6,999.8,49,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1065.4,922.0,124,frame545.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1028.9,925.5,192,frame545.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1024.9,951.3,47,frame545.jpg,0,0,0,0,0,0,0,1,0,0,1,1,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,915.9,1090.5,98,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,924.9,1109.1,241,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1384.0,1090.7,187,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1485.1,1035.4,140,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1476.1,1035.9,132,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1261.8,1354.1,34,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1226.3,1261.0,41,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1200.2,1181.3,34,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1160.7,1096.6,363,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1067.1,1023.9,164,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,996.8,1048.9,548,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,968.9,1067.7,40,frame545.jpg,0,0,0,0,0,0,0,0,0,0,1,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,978.0,1084.1,29,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,976.0,1083.3,74,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,954.2,1060.2,327,frame545.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1018.6,1093.1,25,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1169.8,1188.5,38,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1052.1,1405.1,64,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1008.1,1315.6,196,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,978.0,1281.9,44,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,966.2,1272.7,27,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,959.9,1280.3,109,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,852.7,1293.4,106,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,869.7,1259.4,25,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,846.1,1150.6,29,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,849.1,1145.3,37,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,912.5,1112.1,35,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,952.3,1087.2,29,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1024.2,1185.6,32,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1030.4,1186.9,106,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1022.9,1201.1,24,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,978.1,1194.0,24,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,982.2,1224.4,25,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1360.6,1835.6,32,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1235.3,1567.9,62,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1246.7,1572.6,40,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1279.8,1451.9,59,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1235.1,1461.5,24,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1237.7,1468.2,187,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1153.8,1213.0,82,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1138.0,1196.3,243,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1123.9,1221.8,365,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
sub01,2,1124.9,1203.5,507,frame545.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,163755.5,6261.122175293043,6825.6028930665925,21492.002471923828,8212.498931884766,8759.252090454102,14603.160953368992,419926.0,67477.47506713867,1036800.0,1036800.0,2073600.0
