RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_X	CURRENT_FIX_Y	VIDEO_FRAME_INDEX_START	VIDEO_FRAME_INDEX_END	VIDEO_NAME_START	VIDEO_NAME_END
sub02	2	78	1656.10	774.20	756	758	demo_video.mp4	demo_video.mp4
sub02	2	78	270.60	1288.00	773	775	demo_video.mp4	demo_video.mp4
sub02	2	224	677.10	1430.00	776	783	demo_video.mp4	demo_video.mp4
sub02	2	66	1032.50	1809.50	811	813	demo_video.mp4	demo_video.mp4
sub02	2	150	963.50	1373.50	821	826	demo_video.mp4	demo_video.mp4
sub02	2	22	974.00	1355.40	827	827	demo_video.mp4	demo_video.mp4
sub02	2	70	960.30	1390.50	831	833	demo_video.mp4	demo_video.mp4
sub02	2	424	939.80	685.10	835	847	demo_video.mp4	demo_video.mp4
sub02	2	86	950.40	606.70	848	851	demo_video.mp4	demo_video.mp4
sub02	2	130	922.80	617.80	851	855	demo_video.mp4	demo_video.mp4
sub02	2	490	882.70	646.10	857	871	demo_video.mp4	demo_video.mp4
sub02	2	48	534.90	1306.70	874	875	demo_video.mp4	demo_video.mp4
sub02	2	30	307.70	1296.90	878	879	demo_video.mp4	demo_video.mp4
sub02	2	34	523.20	1286.90	879	880	demo_video.mp4	demo_video.mp4
sub02	2	790	897.80	609.50	885	909	demo_video.mp4	demo_video.mp4
sub02	2	84	892.10	611.30	910	912	demo_video.mp4	demo_video.mp4
sub02	2	92	904.70	629.40	913	916	demo_video.mp4	demo_video.mp4
sub02	2	326	864.30	634.20	916	926	demo_video.mp4	demo_video.mp4
sub02	2	22	195.40	1218.30	935	936	demo_video.mp4	demo_video.mp4
sub02	2	108	379.50	1163.00	937	940	demo_video.mp4	demo_video.mp4
sub02	2	3098	877.20	640.70	942	1035	demo_video.mp4	demo_video.mp4
sub02	2	416	885.60	634.40	1035	1048	demo_video.mp4	demo_video.mp4
sub02	2	108	898.90	551.90	1048	1051	demo_video.mp4	demo_video.mp4
sub02	2	218	926.00	567.70	1052	1058	demo_video.mp4	demo_video.mp4
sub02	2	104	905.40	575.60	1059	1062	demo_video.mp4	demo_video.mp4
sub02	2	92	907.20	594.80	1064	1066	demo_video.mp4	demo_video.mp4
sub02	2	106	889.20	581.30	1067	1070	demo_video.mp4	demo_video.mp4
sub02	2	82	925.70	597.60	1071	1073	demo_video.mp4	demo_video.mp4
sub02	2	164	896.90	624.20	1074	1079	demo_video.mp4	demo_video.mp4
sub02	2	182	999.50	630.80	1080	1085	demo_video.mp4	demo_video.mp4
sub02	2	60	1203.80	538.60	1086	1088	demo_video.mp4	demo_video.mp4
sub02	2	22	1276.70	569.50	1088	1089	demo_video.mp4	demo_video.mp4
sub02	2	204	1230.00	566.40	1090	1096	demo_video.mp4	demo_video.mp4
sub02	2	154	1293.00	603.10	1096	1101	demo_video.mp4	demo_video.mp4
sub02	2	84	1249.40	568.40	1102	1104	demo_video.mp4	demo_video.mp4
sub02	2	86	474.90	2333.80	1117	1120	demo_video.mp4	demo_video.mp4
sub02	2	380	983.50	1904.40	1164	1175	demo_video.mp4	demo_video.mp4
sub02	2	206	988.60	857.20	1237	1243	demo_video.mp4	demo_video.mp4
sub02	2	22	1714.30	566.20	1247	1247	demo_video.mp4	demo_video.mp4
sub02	2	124	1004.90	410.20	1261	1264	demo_video.mp4	demo_video.mp4
sub02	2	216	1115.20	560.00	1265	1271	demo_video.mp4	demo_video.mp4
sub02	2	286	1140.50	690.00	1272	1280	demo_video.mp4	demo_video.mp4
sub02	2	536	1075.90	500.30	1281	1297	demo_video.mp4	demo_video.mp4
sub02	2	204	1100.70	414.70	1298	1304	demo_video.mp4	demo_video.mp4
sub02	2	1322	1074.50	715.00	1305	1345	demo_video.mp4	demo_video.mp4
sub02	2	1066	1126.50	522.30	1346	1378	demo_video.mp4	demo_video.mp4
sub02	2	328	1127.00	593.60	1379	1389	demo_video.mp4	demo_video.mp4
sub02	2	108	1080.20	501.10	1389	1393	demo_video.mp4	demo_video.mp4
sub02	2	68	1097.10	453.90	1393	1395	demo_video.mp4	demo_video.mp4
sub02	2	42	1072.40	438.60	1396	1397	demo_video.mp4	demo_video.mp4
sub02	2	54	1098.90	395.20	1402	1403	demo_video.mp4	demo_video.mp4
sub02	2	76	1848.40	598.10	1412	1414	demo_video.mp4	demo_video.mp4
sub02	2	28	1096.20	451.70	1421	1422	demo_video.mp4	demo_video.mp4
sub02	2	56	1141.90	614.10	1437	1438	demo_video.mp4	demo_video.mp4
sub02	2	374	1139.20	604.50	1446	1457	demo_video.mp4	demo_video.mp4
sub02	2	340	1058.10	493.50	1458	1468	demo_video.mp4	demo_video.mp4
sub02	2	110	1121.20	531.70	1469	1472	demo_video.mp4	demo_video.mp4
sub02	2	140	1103.30	531.80	1473	1477	demo_video.mp4	demo_video.mp4
sub02	2	286	1003.10	515.70	1478	1486	demo_video.mp4	demo_video.mp4
sub02	2	958	452.60	370.60	1488	1517	demo_video.mp4	demo_video.mp4
sub02	2	32	428.10	299.40	1519	1520	demo_video.mp4	demo_video.mp4
sub02	2	54	1245.70	272.10	1522	1523	demo_video.mp4	demo_video.mp4
sub02	2	234	481.60	540.50	1592	1599	demo_video.mp4	demo_video.mp4
sub02	2	1124	1034.00	551.50	1600	1634	demo_video.mp4	demo_video.mp4
sub02	2	102	1056.50	583.40	1635	1638	demo_video.mp4	demo_video.mp4
sub02	2	476	1102.90	659.10	1639	1653	demo_video.mp4	demo_video.mp4
sub02	2	744	1120.20	613.80	1653	1676	demo_video.mp4	demo_video.mp4
sub02	2	1070	1049.40	623.20	1677	1709	demo_video.mp4	demo_video.mp4
sub02	2	240	-156.30	1380.10	1753	1761	demo_video.mp4	demo_video.mp4
sub02	2	234	474.10	1276.30	1762	1769	demo_video.mp4	demo_video.mp4
sub02	2	204	680.50	1432.30	1770	1776	demo_video.mp4	demo_video.mp4
sub02	2	32	641.50	1485.80	1777	1778	demo_video.mp4	demo_video.mp4
sub02	2	562	937.60	1423.60	1780	1796	demo_video.mp4	demo_video.mp4
