RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_DURATION	CURRENT_FIX_X	CURRENT_FIX_Y	VIDEO_FRAME_INDEX_START	VIDEO_FRAME_INDEX_END	VIDEO_NAME_START	VIDEO_NAME_END
sub02	2	26	1500.70	570.80	283	283	demo_video.mp4	demo_video.mp4
sub02	2	28	1228.80	199.20	286	287	demo_video.mp4	demo_video.mp4
sub02	2	34	1248.90	-230.30	297	298	demo_video.mp4	demo_video.mp4
sub02	2	168	1178.80	183.80	301	306	demo_video.mp4	demo_video.mp4
sub02	2	158	1148.80	322.50	307	312	demo_video.mp4	demo_video.mp4
sub02	2	24	1165.50	286.40	312	313	demo_video.mp4	demo_video.mp4
sub02	2	136	1201.30	406.20	316	320	demo_video.mp4	demo_video.mp4
sub02	2	26	1409.30	537.70	327	328	demo_video.mp4	demo_video.mp4
sub02	2	44	1374.20	522.50	329	331	demo_video.mp4	demo_video.mp4
sub02	2	24	1386.30	553.50	332	332	demo_video.mp4	demo_video.mp4
sub02	2	30	1416.90	548.90	333	334	demo_video.mp4	demo_video.mp4
sub02	2	30	1354.50	580.80	336	337	demo_video.mp4	demo_video.mp4
sub02	2	78	1363.40	582.80	338	340	demo_video.mp4	demo_video.mp4
sub02	2	28	1478.60	743.60	346	346	demo_video.mp4	demo_video.mp4
sub02	2	34	712.40	655.20	347	348	demo_video.mp4	demo_video.mp4
sub02	2	226	825.60	1452.50	362	369	demo_video.mp4	demo_video.mp4
sub02	2	24	911.30	2046.30	380	381	demo_video.mp4	demo_video.mp4
sub02	2	28	950.80	1767.00	386	387	demo_video.mp4	demo_video.mp4
sub02	2	26	969.60	1797.70	388	389	demo_video.mp4	demo_video.mp4
sub02	2	42	940.10	1749.70	391	393	demo_video.mp4	demo_video.mp4
sub02	2	36	937.00	1750.00	396	397	demo_video.mp4	demo_video.mp4
sub02	2	42	929.20	1761.90	399	400	demo_video.mp4	demo_video.mp4
sub02	2	28	925.10	1756.30	403	404	demo_video.mp4	demo_video.mp4
sub02	2	46	963.60	1728.70	405	406	demo_video.mp4	demo_video.mp4
sub02	2	38	933.00	1650.90	409	410	demo_video.mp4	demo_video.mp4
sub02	2	266	937.30	1650.90	410	418	demo_video.mp4	demo_video.mp4
sub02	2	148	795.90	1496.20	419	423	demo_video.mp4	demo_video.mp4
sub02	2	304	798.90	1578.80	425	434	demo_video.mp4	demo_video.mp4
sub02	2	56	821.20	1707.10	435	436	demo_video.mp4	demo_video.mp4
sub02	2	98	799.70	1515.70	438	441	demo_video.mp4	demo_video.mp4
sub02	2	208	913.20	1404.00	442	448	demo_video.mp4	demo_video.mp4
sub02	2	40	1599.10	1276.20	450	451	demo_video.mp4	demo_video.mp4
sub02	2	72	1180.40	625.80	459	461	demo_video.mp4	demo_video.mp4
sub02	2	170	760.80	1655.60	513	518	demo_video.mp4	demo_video.mp4
sub02	2	52	772.80	1746.70	518	520	demo_video.mp4	demo_video.mp4
sub02	2	26	713.10	1882.60	521	522	demo_video.mp4	demo_video.mp4
sub02	2	26	965.30	1655.70	553	554	demo_video.mp4	demo_video.mp4
sub02	2	28	953.60	1725.20	556	557	demo_video.mp4	demo_video.mp4
sub02	2	102	953.90	1668.80	558	561	demo_video.mp4	demo_video.mp4
sub02	2	150	957.40	1626.70	562	567	demo_video.mp4	demo_video.mp4
sub02	2	640	1106.40	1966.90	568	588	demo_video.mp4	demo_video.mp4
sub02	2	542	921.80	2147.50	588	605	demo_video.mp4	demo_video.mp4
sub02	2	254	683.20	1273.80	607	615	demo_video.mp4	demo_video.mp4
sub02	2	28	737.60	1333.30	616	617	demo_video.mp4	demo_video.mp4
sub02	2	56	1337.90	1129.30	618	619	demo_video.mp4	demo_video.mp4
sub02	2	76	1397.30	1081.80	620	622	demo_video.mp4	demo_video.mp4
sub02	2	332	1270.90	798.70	625	635	demo_video.mp4	demo_video.mp4
sub02	2	64	1264.30	684.90	636	637	demo_video.mp4	demo_video.mp4
sub02	2	42	1299.90	735.00	638	639	demo_video.mp4	demo_video.mp4
sub02	2	38	1242.70	697.90	640	641	demo_video.mp4	demo_video.mp4
sub02	2	54	1282.80	634.60	642	643	demo_video.mp4	demo_video.mp4
sub02	2	228	1263.00	453.90	644	651	demo_video.mp4	demo_video.mp4
sub02	2	100	1286.50	479.40	652	655	demo_video.mp4	demo_video.mp4
sub02	2	342	1270.50	501.70	656	666	demo_video.mp4	demo_video.mp4
sub02	2	452	1236.10	488.70	667	680	demo_video.mp4	demo_video.mp4
sub02	2	72	1299.70	558.00	681	683	demo_video.mp4	demo_video.mp4
sub02	2	230	1313.80	583.00	684	690	demo_video.mp4	demo_video.mp4
sub02	2	570	1301.70	546.50	691	708	demo_video.mp4	demo_video.mp4
sub02	2	70	1732.20	772.50	712	714	demo_video.mp4	demo_video.mp4
sub02	2	22	1621.30	805.80	716	717	demo_video.mp4	demo_video.mp4
sub02	2	42	1608.10	837.80	731	732	demo_video.mp4	demo_video.mp4
sub02	2	96	1652.80	793.20	733	736	demo_video.mp4	demo_video.mp4
sub02	2	82	1634.30	600.90	746	748	demo_video.mp4	demo_video.mp4
sub02	2	52	1573.10	811.80	753	755	demo_video.mp4	demo_video.mp4
